2,1
1,52
3,2
4,3
5,4
6,5
7,6
8,7
9,8
10,9
11,10
12,11
13,12
14,13
15,14
16,15
17,16
18,17
19,18
20,19
21,20
22,21
23,22
24,23
25,24
26,25
27,26
28,27
29,28
30,29
31,30
32,31
33,32
34,33
35,34
36,35
37,36
38,37
39,38
40,39
41,40
42,41
43,42
44,43
45,44
46,45
47,46
48,47
49,48
50,49
51,50
102,51
52,103
153,102
103,154
204,153
154,205
255,204
205,256
306,255
256,307
357,306
307,358
408,357
358,409
459,408
409,460
510,459
460,511
561,510
511,562
612,561
562,613
663,612
613,664
714,663
664,715
765,714
715,766
816,765
766,817
867,816
817,868
918,867
868,919
969,918
919,970
1020,969
970,1021
1071,1020
1021,1072
1122,1071
1072,1123
1173,1122
1123,1174
1224,1173
1174,1225
1275,1224
1225,1276
1326,1275
1276,1327
1377,1326
1327,1378
1428,1377
1378,1429
1479,1428
1429,1480
1530,1479
1480,1531
1581,1530
1531,1582
1632,1581
1582,1633
1683,1632
1633,1684
1734,1683
1684,1735
1785,1734
1735,1786
1836,1785
1786,1837
1887,1836
1837,1888
1938,1887
1888,1939
1989,1938
1939,1990
2040,1989
1990,2041
2091,2040
2041,2092
2142,2091
2092,2143
2193,2142
2143,2194
2244,2193
2194,2245
2295,2244
2245,2296
2346,2295
2296,2347
2397,2346
2347,2398
2448,2397
2398,2449
2499,2448
2449,2500
2550,2499
2500,2551
2551,2552
2552,2553
2553,2554
2554,2555
2555,2556
2556,2557
2557,2558
2558,2559
2559,2560
2560,2561
2561,2562
2562,2563
2563,2564
2564,2565
2565,2566
2566,2567
2567,2568
2568,2569
2569,2570
2570,2571
2571,2572
2572,2573
2573,2574
2574,2575
2575,2576
2576,2577
2577,2578
2578,2579
2579,2580
2580,2581
2581,2582
2582,2583
2583,2584
2584,2585
2585,2586
2586,2587
2587,2588
2588,2589
2589,2590
2590,2591
2591,2592
2592,2593
2593,2594
2594,2595
2595,2596
2596,2597
2597,2598
2598,2599
2599,2600
2601,2550
2600,2601
1
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
32
33
34
35
36
37
38
39
40
41
42
43
44
45
46
47
48
49
50
50
51
100
101
150
151
200
201
250
251
300
301
350
351
400
401
450
451
500
501
550
551
600
601
650
651
700
701
750
751
800
801
850
851
900
901
950
951
1000
1001
1050
1051
1100
1101
1150
1151
1200
1201
1250
1251
1300
1301
1350
1351
1400
1401
1450
1451
1500
1501
1550
1551
1600
1601
1650
1651
1700
1701
1750
1751
1800
1801
1850
1851
1900
1901
1950
1951
2000
2001
2050
2051
2100
2101
2150
2151
2200
2201
2250
2251
2300
2301
2350
2351
2400
2401
2450
2451
2451
2452
2453
2454
2455
2456
2457
2458
2459
2460
2461
2462
2463
2464
2465
2466
2467
2468
2469
2470
2471
2472
2473
2474
2475
2476
2477
2478
2479
2480
2481
2482
2483
2484
2485
2486
2487
2488
2489
2490
2491
2492
2493
2494
2495
2496
2497
2498
2499
2500
2500
1.001,0.0,0,L1,1
1.001,0.0,0,L1,1
1.002,0.0,0,B3,1
1.002,0.0,0,B3,1
1.001,0.0,0,L1,2
1.001,0.0,0,L1,2
1.001,0.0,0,L1,3
1.001,0.0,0,L1,3
1.001,0.0,0,L1,4
1.001,0.0,0,L1,4
1.001,0.0,0,L1,5
1.001,0.0,0,L1,5
1.001,0.0,0,L1,6
1.001,0.0,0,L1,6
1.001,0.0,0,L1,7
1.001,0.0,0,L1,7
1.001,0.0,0,L1,8
1.001,0.0,0,L1,8
1.001,0.0,0,L1,9
1.001,0.0,0,L1,9
1.001,0.0,0,L1,10
1.001,0.0,0,L1,10
1.001,0.0,0,L1,11
1.001,0.0,0,L1,11
1.001,0.0,0,L1,12
1.001,0.0,0,L1,12
1.001,0.0,0,L1,13
1.001,0.0,0,L1,13
1.001,0.0,0,L1,14
1.001,0.0,0,L1,14
1.001,0.0,0,L1,15
1.001,0.0,0,L1,15
1.001,0.0,0,L1,16
1.001,0.0,0,L1,16
1.001,0.0,0,L1,17
1.001,0.0,0,L1,17
1.001,0.0,0,L1,18
1.001,0.0,0,L1,18
1.001,0.0,0,L1,19
1.001,0.0,0,L1,19
1.001,0.0,0,L1,20
1.001,0.0,0,L1,20
1.001,0.0,0,L1,21
1.001,0.0,0,L1,21
1.001,0.0,0,L1,22
1.001,0.0,0,L1,22
1.001,0.0,0,L1,23
1.001,0.0,0,L1,23
1.001,0.0,0,L1,24
1.001,0.0,0,L1,24
1.001,0.0,0,L1,25
1.001,0.0,0,L1,25
1.001,0.0,0,L1,26
1.001,0.0,0,L1,26
1.001,0.0,0,L1,27
1.001,0.0,0,L1,27
1.001,0.0,0,L1,28
1.001,0.0,0,L1,28
1.001,0.0,0,L1,29
1.001,0.0,0,L1,29
1.001,0.0,0,L1,30
1.001,0.0,0,L1,30
1.001,0.0,0,L1,31
1.001,0.0,0,L1,31
1.001,0.0,0,L1,32
1.001,0.0,0,L1,32
1.001,0.0,0,L1,33
1.001,0.0,0,L1,33
1.001,0.0,0,L1,34
1.001,0.0,0,L1,34
1.001,0.0,0,L1,35
1.001,0.0,0,L1,35
1.001,0.0,0,L1,36
1.001,0.0,0,L1,36
1.001,0.0,0,L1,37
1.001,0.0,0,L1,37
1.001,0.0,0,L1,38
1.001,0.0,0,L1,38
1.001,0.0,0,L1,39
1.001,0.0,0,L1,39
1.001,0.0,0,L1,40
1.001,0.0,0,L1,40
1.001,0.0,0,L1,41
1.001,0.0,0,L1,41
1.001,0.0,0,L1,42
1.001,0.0,0,L1,42
1.001,0.0,0,L1,43
1.001,0.0,0,L1,43
1.001,0.0,0,L1,44
1.001,0.0,0,L1,44
1.001,0.0,0,L1,45
1.001,0.0,0,L1,45
1.001,0.0,0,L1,46
1.001,0.0,0,L1,46
1.001,0.0,0,L1,47
1.001,0.0,0,L1,47
1.001,0.0,0,L1,48
1.001,0.0,0,L1,48
1.001,0.0,0,L1,49
1.001,0.0,0,L1,49
1.001,0.0,0,L1,50
1.001,0.0,0,L1,50
1.004,0.0,0,T2,50
1.004,0.0,0,T2,50
1.002,0.0,0,B3,51
1.002,0.0,0,B3,51
1.004,0.0,0,T2,100
1.004,0.0,0,T2,100
1.002,0.0,0,B3,101
1.002,0.0,0,B3,101
1.004,0.0,0,T2,150
1.004,0.0,0,T2,150
1.002,0.0,0,B3,151
1.002,0.0,0,B3,151
1.004,0.0,0,T2,200
1.004,0.0,0,T2,200
1.002,0.0,0,B3,201
1.002,0.0,0,B3,201
1.004,0.0,0,T2,250
1.004,0.0,0,T2,250
1.002,0.0,0,B3,251
1.002,0.0,0,B3,251
1.004,0.0,0,T2,300
1.004,0.0,0,T2,300
1.002,0.0,0,B3,301
1.002,0.0,0,B3,301
1.004,0.0,0,T2,350
1.004,0.0,0,T2,350
1.002,0.0,0,B3,351
1.002,0.0,0,B3,351
1.004,0.0,0,T2,400
1.004,0.0,0,T2,400
1.002,0.0,0,B3,401
1.002,0.0,0,B3,401
1.004,0.0,0,T2,450
1.004,0.0,0,T2,450
1.002,0.0,0,B3,451
1.002,0.0,0,B3,451
1.004,0.0,0,T2,500
1.004,0.0,0,T2,500
1.002,0.0,0,B3,501
1.002,0.0,0,B3,501
1.004,0.0,0,T2,550
1.004,0.0,0,T2,550
1.002,0.0,0,B3,551
1.002,0.0,0,B3,551
1.004,0.0,0,T2,600
1.004,0.0,0,T2,600
1.002,0.0,0,B3,601
1.002,0.0,0,B3,601
1.004,0.0,0,T2,650
1.004,0.0,0,T2,650
1.002,0.0,0,B3,651
1.002,0.0,0,B3,651
1.004,0.0,0,T2,700
1.004,0.0,0,T2,700
1.002,0.0,0,B3,701
1.002,0.0,0,B3,701
1.004,0.0,0,T2,750
1.004,0.0,0,T2,750
1.002,0.0,0,B3,751
1.002,0.0,0,B3,751
1.004,0.0,0,T2,800
1.004,0.0,0,T2,800
1.002,0.0,0,B3,801
1.002,0.0,0,B3,801
1.004,0.0,0,T2,850
1.004,0.0,0,T2,850
1.002,0.0,0,B3,851
1.002,0.0,0,B3,851
1.004,0.0,0,T2,900
1.004,0.0,0,T2,900
1.002,0.0,0,B3,901
1.002,0.0,0,B3,901
1.004,0.0,0,T2,950
1.004,0.0,0,T2,950
1.002,0.0,0,B3,951
1.002,0.0,0,B3,951
1.004,0.0,0,T2,1000
1.004,0.0,0,T2,1000
1.002,0.0,0,B3,1001
1.002,0.0,0,B3,1001
1.004,0.0,0,T2,1050
1.004,0.0,0,T2,1050
1.002,0.0,0,B3,1051
1.002,0.0,0,B3,1051
1.004,0.0,0,T2,1100
1.004,0.0,0,T2,1100
1.002,0.0,0,B3,1101
1.002,0.0,0,B3,1101
1.004,0.0,0,T2,1150
1.004,0.0,0,T2,1150
1.002,0.0,0,B3,1151
1.002,0.0,0,B3,1151
1.004,0.0,0,T2,1200
1.004,0.0,0,T2,1200
1.002,0.0,0,B3,1201
1.002,0.0,0,B3,1201
1.004,0.0,0,T2,1250
1.004,0.0,0,T2,1250
1.002,0.0,0,B3,1251
1.002,0.0,0,B3,1251
1.004,0.0,0,T2,1300
1.004,0.0,0,T2,1300
1.002,0.0,0,B3,1301
1.002,0.0,0,B3,1301
1.004,0.0,0,T2,1350
1.004,0.0,0,T2,1350
1.002,0.0,0,B3,1351
1.002,0.0,0,B3,1351
1.004,0.0,0,T2,1400
1.004,0.0,0,T2,1400
1.002,0.0,0,B3,1401
1.002,0.0,0,B3,1401
1.004,0.0,0,T2,1450
1.004,0.0,0,T2,1450
1.002,0.0,0,B3,1451
1.002,0.0,0,B3,1451
1.004,0.0,0,T2,1500
1.004,0.0,0,T2,1500
1.002,0.0,0,B3,1501
1.002,0.0,0,B3,1501
1.004,0.0,0,T2,1550
1.004,0.0,0,T2,1550
1.002,0.0,0,B3,1551
1.002,0.0,0,B3,1551
1.004,0.0,0,T2,1600
1.004,0.0,0,T2,1600
1.002,0.0,0,B3,1601
1.002,0.0,0,B3,1601
1.004,0.0,0,T2,1650
1.004,0.0,0,T2,1650
1.002,0.0,0,B3,1651
1.002,0.0,0,B3,1651
1.004,0.0,0,T2,1700
1.004,0.0,0,T2,1700
1.002,0.0,0,B3,1701
1.002,0.0,0,B3,1701
1.004,0.0,0,T2,1750
1.004,0.0,0,T2,1750
1.002,0.0,0,B3,1751
1.002,0.0,0,B3,1751
1.004,0.0,0,T2,1800
1.004,0.0,0,T2,1800
1.002,0.0,0,B3,1801
1.002,0.0,0,B3,1801
1.004,0.0,0,T2,1850
1.004,0.0,0,T2,1850
1.002,0.0,0,B3,1851
1.002,0.0,0,B3,1851
1.004,0.0,0,T2,1900
1.004,0.0,0,T2,1900
1.002,0.0,0,B3,1901
1.002,0.0,0,B3,1901
1.004,0.0,0,T2,1950
1.004,0.0,0,T2,1950
1.002,0.0,0,B3,1951
1.002,0.0,0,B3,1951
1.004,0.0,0,T2,2000
1.004,0.0,0,T2,2000
1.002,0.0,0,B3,2001
1.002,0.0,0,B3,2001
1.004,0.0,0,T2,2050
1.004,0.0,0,T2,2050
1.002,0.0,0,B3,2051
1.002,0.0,0,B3,2051
1.004,0.0,0,T2,2100
1.004,0.0,0,T2,2100
1.002,0.0,0,B3,2101
1.002,0.0,0,B3,2101
1.004,0.0,0,T2,2150
1.004,0.0,0,T2,2150
1.002,0.0,0,B3,2151
1.002,0.0,0,B3,2151
1.004,0.0,0,T2,2200
1.004,0.0,0,T2,2200
1.002,0.0,0,B3,2201
1.002,0.0,0,B3,2201
1.004,0.0,0,T2,2250
1.004,0.0,0,T2,2250
1.002,0.0,0,B3,2251
1.002,0.0,0,B3,2251
1.004,0.0,0,T2,2300
1.004,0.0,0,T2,2300
1.002,0.0,0,B3,2301
1.002,0.0,0,B3,2301
1.004,0.0,0,T2,2350
1.004,0.0,0,T2,2350
1.002,0.0,0,B3,2351
1.002,0.0,0,B3,2351
1.004,0.0,0,T2,2400
1.004,0.0,0,T2,2400
1.002,0.0,0,B3,2401
1.002,0.0,0,B3,2401
1.004,0.0,0,T2,2450
1.004,0.0,0,T2,2450
1.002,0.0,0,B3,2451
1.002,0.0,0,B3,2451
1.003,0.0,0,R4,2451
1.003,0.0,0,R4,2451
1.003,0.0,0,R4,2452
1.003,0.0,0,R4,2452
1.003,0.0,0,R4,2453
1.003,0.0,0,R4,2453
1.003,0.0,0,R4,2454
1.003,0.0,0,R4,2454
1.003,0.0,0,R4,2455
1.003,0.0,0,R4,2455
1.003,0.0,0,R4,2456
1.003,0.0,0,R4,2456
1.003,0.0,0,R4,2457
1.003,0.0,0,R4,2457
1.003,0.0,0,R4,2458
1.003,0.0,0,R4,2458
1.003,0.0,0,R4,2459
1.003,0.0,0,R4,2459
1.003,0.0,0,R4,2460
1.003,0.0,0,R4,2460
1.003,0.0,0,R4,2461
1.003,0.0,0,R4,2461
1.003,0.0,0,R4,2462
1.003,0.0,0,R4,2462
1.003,0.0,0,R4,2463
1.003,0.0,0,R4,2463
1.003,0.0,0,R4,2464
1.003,0.0,0,R4,2464
1.003,0.0,0,R4,2465
1.003,0.0,0,R4,2465
1.003,0.0,0,R4,2466
1.003,0.0,0,R4,2466
1.003,0.0,0,R4,2467
1.003,0.0,0,R4,2467
1.003,0.0,0,R4,2468
1.003,0.0,0,R4,2468
1.003,0.0,0,R4,2469
1.003,0.0,0,R4,2469
1.003,0.0,0,R4,2470
1.003,0.0,0,R4,2470
1.003,0.0,0,R4,2471
1.003,0.0,0,R4,2471
1.003,0.0,0,R4,2472
1.003,0.0,0,R4,2472
1.003,0.0,0,R4,2473
1.003,0.0,0,R4,2473
1.003,0.0,0,R4,2474
1.003,0.0,0,R4,2474
1.003,0.0,0,R4,2475
1.003,0.0,0,R4,2475
1.003,0.0,0,R4,2476
1.003,0.0,0,R4,2476
1.003,0.0,0,R4,2477
1.003,0.0,0,R4,2477
1.003,0.0,0,R4,2478
1.003,0.0,0,R4,2478
1.003,0.0,0,R4,2479
1.003,0.0,0,R4,2479
1.003,0.0,0,R4,2480
1.003,0.0,0,R4,2480
1.003,0.0,0,R4,2481
1.003,0.0,0,R4,2481
1.003,0.0,0,R4,2482
1.003,0.0,0,R4,2482
1.003,0.0,0,R4,2483
1.003,0.0,0,R4,2483
1.003,0.0,0,R4,2484
1.003,0.0,0,R4,2484
1.003,0.0,0,R4,2485
1.003,0.0,0,R4,2485
1.003,0.0,0,R4,2486
1.003,0.0,0,R4,2486
1.003,0.0,0,R4,2487
1.003,0.0,0,R4,2487
1.003,0.0,0,R4,2488
1.003,0.0,0,R4,2488
1.003,0.0,0,R4,2489
1.003,0.0,0,R4,2489
1.003,0.0,0,R4,2490
1.003,0.0,0,R4,2490
1.003,0.0,0,R4,2491
1.003,0.0,0,R4,2491
1.003,0.0,0,R4,2492
1.003,0.0,0,R4,2492
1.003,0.0,0,R4,2493
1.003,0.0,0,R4,2493
1.003,0.0,0,R4,2494
1.003,0.0,0,R4,2494
1.003,0.0,0,R4,2495
1.003,0.0,0,R4,2495
1.003,0.0,0,R4,2496
1.003,0.0,0,R4,2496
1.003,0.0,0,R4,2497
1.003,0.0,0,R4,2497
1.003,0.0,0,R4,2498
1.003,0.0,0,R4,2498
1.003,0.0,0,R4,2499
1.003,0.0,0,R4,2499
1.004,0.0,0,T2,2500
1.004,0.0,0,T2,2500
1.003,0.0,0,R4,2500
1.003,0.0,0,R4,2500
0.0,1,307.0,L1,1
0.0,1,307.0,L1,1
1.002,0.0,0,B3,1
1.002,0.0,0,B3,1
0.0,1,307.0,L1,2
0.0,1,307.0,L1,2
0.0,1,307.0,L1,3
0.0,1,307.0,L1,3
0.0,1,307.0,L1,4
0.0,1,307.0,L1,4
0.0,1,307.0,L1,5
0.0,1,307.0,L1,5
0.0,1,307.0,L1,6
0.0,1,307.0,L1,6
0.0,1,307.0,L1,7
0.0,1,307.0,L1,7
0.0,1,307.0,L1,8
0.0,1,307.0,L1,8
0.0,1,307.0,L1,9
0.0,1,307.0,L1,9
0.0,1,307.0,L1,10
0.0,1,307.0,L1,10
0.0,1,307.0,L1,11
0.0,1,307.0,L1,11
0.0,1,307.0,L1,12
0.0,1,307.0,L1,12
0.0,1,307.0,L1,13
0.0,1,307.0,L1,13
0.0,1,307.0,L1,14
0.0,1,307.0,L1,14
0.0,1,307.0,L1,15
0.0,1,307.0,L1,15
0.0,1,307.0,L1,16
0.0,1,307.0,L1,16
